user_id,parent_asin,rating,timestamp,history
AFSKPY37N3C43SOI5IEXEK5JSIYA,B07J3GH1W1,5.0,1547589356557,
AFSKPY37N3C43SOI5IEXEK5JSIYA,B07W397QG4,5.0,1593352422858,B07J3GH1W1
AFSKPY37N3C43SOI5IEXEK5JSIYA,B07KG1TWP5,5.0,1596473351088,B07J3GH1W1 B07W397QG4
AFSKPY37N3C43SOI5IEXEK5JSIYA,B08JTNQFZY,5.0,1617904219785,B07J3GH1W1 B07W397QG4 B07KG1TWP5
AFSKPY37N3C43SOI5IEXEK5JSIYA,B07SLFWZKN,3.0,1619737501209,B07J3GH1W1 B07W397QG4 B07KG1TWP5 B08JTNQFZY
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B07NPWK167,5.0,1578928089878,
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B07SW7D6ZR,4.0,1580742144072,B07NPWK167
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B07WNBZQGT,4.0,1581772960365,B07NPWK167 B07SW7D6ZR
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B082NKQ4ZT,4.0,1583932042329,B07NPWK167 B07SW7D6ZR B07WNBZQGT
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B083TLNBJJ,4.0,1585261263214,B07NPWK167 B07SW7D6ZR B07WNBZQGT B082NKQ4ZT
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B087D7MVHB,4.0,1591977214185,B07NPWK167 B07SW7D6ZR B07WNBZQGT B082NKQ4ZT B083TLNBJJ
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B088FBNQXW,4.0,1593043740906,B07NPWK167 B07SW7D6ZR B07WNBZQGT B082NKQ4ZT B083TLNBJJ B087D7MVHB
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B085NYYLQ8,4.0,1597526701753,B07NPWK167 B07SW7D6ZR B07WNBZQGT B082NKQ4ZT B083TLNBJJ B087D7MVHB B088FBNQXW
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B08BZ1RHPS,4.0,1597942744359,B07NPWK167 B07SW7D6ZR B07WNBZQGT B082NKQ4ZT B083TLNBJJ B087D7MVHB B088FBNQXW B085NYYLQ8
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B0B2L218H2,4.0,1605814409168,B07NPWK167 B07SW7D6ZR B07WNBZQGT B082NKQ4ZT B083TLNBJJ B087D7MVHB B088FBNQXW B085NYYLQ8 B08BZ1RHPS
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B08HXQ3T9K,4.0,1607744901734,B07NPWK167 B07SW7D6ZR B07WNBZQGT B082NKQ4ZT B083TLNBJJ B087D7MVHB B088FBNQXW B085NYYLQ8 B08BZ1RHPS B0B2L218H2
AFJBKPK5W56XWSNPQU2WW66ISWYQ,B07J3GH1W1,4.0,1544671031249,
AFJBKPK5W56XWSNPQU2WW66ISWYQ,B07LCHCD6Q,4.0,1556652791507,B07J3GH1W1
AFJBKPK5W56XWSNPQU2WW66ISWYQ,B084ZHP45Y,4.0,1585080133476,B07J3GH1W1 B07LCHCD6Q
AFJBKPK5W56XWSNPQU2WW66ISWYQ,B087Z9X39L,5.0,1594848248797,B07J3GH1W1 B07LCHCD6Q B084ZHP45Y
AFJBKPK5W56XWSNPQU2WW66ISWYQ,B087ZQK2G8,4.0,1598591443230,B07J3GH1W1 B07LCHCD6Q B084ZHP45Y B087Z9X39L
AFJBKPK5W56XWSNPQU2WW66ISWYQ,B0841WQNNZ,5.0,1604762653089,B07J3GH1W1 B07LCHCD6Q B084ZHP45Y B087Z9X39L B087ZQK2G8
AFJBKPK5W56XWSNPQU2WW66ISWYQ,B08LYT4Q2X,5.0,1606103453308,B07J3GH1W1 B07LCHCD6Q B084ZHP45Y B087Z9X39L B087ZQK2G8 B0841WQNNZ
AFJBKPK5W56XWSNPQU2WW66ISWYQ,B08BLX72TP,3.0,1606878884208,B07J3GH1W1 B07LCHCD6Q B084ZHP45Y B087Z9X39L B087ZQK2G8 B0841WQNNZ B08LYT4Q2X
AFJBKPK5W56XWSNPQU2WW66ISWYQ,B08NPBQR9L,5.0,1609182507469,B07J3GH1W1 B07LCHCD6Q B084ZHP45Y B087Z9X39L B087ZQK2G8 B0841WQNNZ B08LYT4Q2X B08BLX72TP
AFJBKPK5W56XWSNPQU2WW66ISWYQ,B08SQ31H8P,4.0,1615701950469,B07J3GH1W1 B07LCHCD6Q B084ZHP45Y B087Z9X39L B087ZQK2G8 B0841WQNNZ B08LYT4Q2X B08BLX72TP B08NPBQR9L
AFJBKPK5W56XWSNPQU2WW66ISWYQ,B08N6YHQXT,5.0,1616457223039,B07J3GH1W1 B07LCHCD6Q B084ZHP45Y B087Z9X39L B087ZQK2G8 B0841WQNNZ B08LYT4Q2X B08BLX72TP B08NPBQR9L B08SQ31H8P
AFJBKPK5W56XWSNPQU2WW66ISWYQ,B08KHRF9NY,5.0,1616954539796,B07J3GH1W1 B07LCHCD6Q B084ZHP45Y B087Z9X39L B087ZQK2G8 B0841WQNNZ B08LYT4Q2X B08BLX72TP B08NPBQR9L B08SQ31H8P B08N6YHQXT
AFXF3EGQTQDXMRLDWFU7UBFQZB7Q,B07KXM94BT,5.0,1548208863985,
AFXF3EGQTQDXMRLDWFU7UBFQZB7Q,B07LCHCD6Q,4.0,1556243557316,B07KXM94BT
AFXF3EGQTQDXMRLDWFU7UBFQZB7Q,B0837K9W6P,4.0,1580949934338,B07KXM94BT B07LCHCD6Q
AFXF3EGQTQDXMRLDWFU7UBFQZB7Q,B081ZN3TD5,4.0,1581257263753,B07KXM94BT B07LCHCD6Q B0837K9W6P
AFXF3EGQTQDXMRLDWFU7UBFQZB7Q,B07VGBBNTH,1.0,1581997877865,B07KXM94BT B07LCHCD6Q B0837K9W6P B081ZN3TD5
AFXF3EGQTQDXMRLDWFU7UBFQZB7Q,B08C72C56Z,3.0,1598665451686,B07KXM94BT B07LCHCD6Q B0837K9W6P B081ZN3TD5 B07VGBBNTH
AFXF3EGQTQDXMRLDWFU7UBFQZB7Q,B086XH7BWW,2.0,1599882609367,B07KXM94BT B07LCHCD6Q B0837K9W6P B081ZN3TD5 B07VGBBNTH B08C72C56Z
AFXF3EGQTQDXMRLDWFU7UBFQZB7Q,B08G83G24X,5.0,1606518368441,B07KXM94BT B07LCHCD6Q B0837K9W6P B081ZN3TD5 B07VGBBNTH B08C72C56Z B086XH7BWW
AFXF3EGQTQDXMRLDWFU7UBFQZB7Q,B08HMLXW65,3.0,1608329596770,B07KXM94BT B07LCHCD6Q B0837K9W6P B081ZN3TD5 B07VGBBNTH B08C72C56Z B086XH7BWW B08G83G24X
AFXF3EGQTQDXMRLDWFU7UBFQZB7Q,B08KT7FCYY,2.0,1609804845102,B07KXM94BT B07LCHCD6Q B0837K9W6P B081ZN3TD5 B07VGBBNTH B08C72C56Z B086XH7BWW B08G83G24X B08HMLXW65
AFXF3EGQTQDXMRLDWFU7UBFQZB7Q,B08P7PSMRR,4.0,1610322554727,B07KXM94BT B07LCHCD6Q B0837K9W6P B081ZN3TD5 B07VGBBNTH B08C72C56Z B086XH7BWW B08G83G24X B08HMLXW65 B08KT7FCYY
AFXF3EGQTQDXMRLDWFU7UBFQZB7Q,B08HGZXLP6,5.0,1611102853719,B07KXM94BT B07LCHCD6Q B0837K9W6P B081ZN3TD5 B07VGBBNTH B08C72C56Z B086XH7BWW B08G83G24X B08HMLXW65 B08KT7FCYY B08P7PSMRR
AFXF3EGQTQDXMRLDWFU7UBFQZB7Q,B08N9RT9YD,4.0,1611183336145,B07KXM94BT B07LCHCD6Q B0837K9W6P B081ZN3TD5 B07VGBBNTH B08C72C56Z B086XH7BWW B08G83G24X B08HMLXW65 B08KT7FCYY B08P7PSMRR B08HGZXLP6
AFXF3EGQTQDXMRLDWFU7UBFQZB7Q,B08JTNQFZY,5.0,1614036953464,B07KXM94BT B07LCHCD6Q B0837K9W6P B081ZN3TD5 B07VGBBNTH B08C72C56Z B086XH7BWW B08G83G24X B08HMLXW65 B08KT7FCYY B08P7PSMRR B08HGZXLP6 B08N9RT9YD
AFXF3EGQTQDXMRLDWFU7UBFQZB7Q,B08QHP717Z,4.0,1614292707452,B07KXM94BT B07LCHCD6Q B0837K9W6P B081ZN3TD5 B07VGBBNTH B08C72C56Z B086XH7BWW B08G83G24X B08HMLXW65 B08KT7FCYY B08P7PSMRR B08HGZXLP6 B08N9RT9YD B08JTNQFZY
AFXF3EGQTQDXMRLDWFU7UBFQZB7Q,B09GNXK3N1,4.0,1618184630323,B07KXM94BT B07LCHCD6Q B0837K9W6P B081ZN3TD5 B07VGBBNTH B08C72C56Z B086XH7BWW B08G83G24X B08HMLXW65 B08KT7FCYY B08P7PSMRR B08HGZXLP6 B08N9RT9YD B08JTNQFZY B08QHP717Z
AFXF3EGQTQDXMRLDWFU7UBFQZB7Q,B08YNR839W,3.0,1620424267961,B07KXM94BT B07LCHCD6Q B0837K9W6P B081ZN3TD5 B07VGBBNTH B08C72C56Z B086XH7BWW B08G83G24X B08HMLXW65 B08KT7FCYY B08P7PSMRR B08HGZXLP6 B08N9RT9YD B08JTNQFZY B08QHP717Z B09GNXK3N1
AFXF3EGQTQDXMRLDWFU7UBFQZB7Q,B08LPGZMQK,4.0,1623116811042,B07KXM94BT B07LCHCD6Q B0837K9W6P B081ZN3TD5 B07VGBBNTH B08C72C56Z B086XH7BWW B08G83G24X B08HMLXW65 B08KT7FCYY B08P7PSMRR B08HGZXLP6 B08N9RT9YD B08JTNQFZY B08QHP717Z B09GNXK3N1 B08YNR839W
AFXF3EGQTQDXMRLDWFU7UBFQZB7Q,B09473GGM4,4.0,1624274497670,B07KXM94BT B07LCHCD6Q B0837K9W6P B081ZN3TD5 B07VGBBNTH B08C72C56Z B086XH7BWW B08G83G24X B08HMLXW65 B08KT7FCYY B08P7PSMRR B08HGZXLP6 B08N9RT9YD B08JTNQFZY B08QHP717Z B09GNXK3N1 B08YNR839W B08LPGZMQK
AFXF3EGQTQDXMRLDWFU7UBFQZB7Q,B0919R1CYT,4.0,1624659702420,B07KXM94BT B07LCHCD6Q B0837K9W6P B081ZN3TD5 B07VGBBNTH B08C72C56Z B086XH7BWW B08G83G24X B08HMLXW65 B08KT7FCYY B08P7PSMRR B08HGZXLP6 B08N9RT9YD B08JTNQFZY B08QHP717Z B09GNXK3N1 B08YNR839W B08LPGZMQK B09473GGM4
AFXF3EGQTQDXMRLDWFU7UBFQZB7Q,B08T7GPT1D,4.0,1625006698955,B07KXM94BT B07LCHCD6Q B0837K9W6P B081ZN3TD5 B07VGBBNTH B08C72C56Z B086XH7BWW B08G83G24X B08HMLXW65 B08KT7FCYY B08P7PSMRR B08HGZXLP6 B08N9RT9YD B08JTNQFZY B08QHP717Z B09GNXK3N1 B08YNR839W B08LPGZMQK B09473GGM4 B0919R1CYT
AFXF3EGQTQDXMRLDWFU7UBFQZB7Q,B095CG2ZV1,3.0,1631367075148,B07KXM94BT B07LCHCD6Q B0837K9W6P B081ZN3TD5 B07VGBBNTH B08C72C56Z B086XH7BWW B08G83G24X B08HMLXW65 B08KT7FCYY B08P7PSMRR B08HGZXLP6 B08N9RT9YD B08JTNQFZY B08QHP717Z B09GNXK3N1 B08YNR839W B08LPGZMQK B09473GGM4 B0919R1CYT B08T7GPT1D
AFXF3EGQTQDXMRLDWFU7UBFQZB7Q,B092M5K59T,4.0,1638840554514,B07KXM94BT B07LCHCD6Q B0837K9W6P B081ZN3TD5 B07VGBBNTH B08C72C56Z B086XH7BWW B08G83G24X B08HMLXW65 B08KT7FCYY B08P7PSMRR B08HGZXLP6 B08N9RT9YD B08JTNQFZY B08QHP717Z B09GNXK3N1 B08YNR839W B08LPGZMQK B09473GGM4 B0919R1CYT B08T7GPT1D B095CG2ZV1
AFWVN52MRBWOTIK7UGXBWGOY4HBA,B07LCHCD6Q,3.0,1555689209017,
AFWVN52MRBWOTIK7UGXBWGOY4HBA,B086VYKNDF,5.0,1591751272438,B07LCHCD6Q
AFWVN52MRBWOTIK7UGXBWGOY4HBA,B07W397QG4,3.0,1592174821054,B07LCHCD6Q B086VYKNDF
AFWVN52MRBWOTIK7UGXBWGOY4HBA,B08879N2W3,2.0,1593668164675,B07LCHCD6Q B086VYKNDF B07W397QG4
AFWVN52MRBWOTIK7UGXBWGOY4HBA,B07MN1KJ15,5.0,1593851504430,B07LCHCD6Q B086VYKNDF B07W397QG4 B08879N2W3
AFWVN52MRBWOTIK7UGXBWGOY4HBA,B07KG1TWP5,5.0,1594595776808,B07LCHCD6Q B086VYKNDF B07W397QG4 B08879N2W3 B07MN1KJ15
AFWVN52MRBWOTIK7UGXBWGOY4HBA,B08BRS98SF,4.0,1596077526431,B07LCHCD6Q B086VYKNDF B07W397QG4 B08879N2W3 B07MN1KJ15 B07KG1TWP5
AFWVN52MRBWOTIK7UGXBWGOY4HBA,B08YJV9YL2,5.0,1604270002849,B07LCHCD6Q B086VYKNDF B07W397QG4 B08879N2W3 B07MN1KJ15 B07KG1TWP5 B08BRS98SF
AFQQQ5LGNSQUEBGDCYBAZZE5T3DA,B07NPWK167,5.0,1577144708939,
AFQQQ5LGNSQUEBGDCYBAZZE5T3DA,B07J1LYVHC,5.0,1577225566969,B07NPWK167
AFQQQ5LGNSQUEBGDCYBAZZE5T3DA,B07RM722DH,5.0,1583172004166,B07NPWK167 B07J1LYVHC
AFQQQ5LGNSQUEBGDCYBAZZE5T3DA,B07ZS3DKL5,5.0,1593625097634,B07NPWK167 B07J1LYVHC B07RM722DH
AFQQQ5LGNSQUEBGDCYBAZZE5T3DA,B07P4LLZS6,5.0,1595609922802,B07NPWK167 B07J1LYVHC B07RM722DH B07ZS3DKL5
AFQQQ5LGNSQUEBGDCYBAZZE5T3DA,B08575Y9V3,5.0,1595783032290,B07NPWK167 B07J1LYVHC B07RM722DH B07ZS3DKL5 B07P4LLZS6
AFQQQ5LGNSQUEBGDCYBAZZE5T3DA,B07DFNPVSF,5.0,1597681569330,B07NPWK167 B07J1LYVHC B07RM722DH B07ZS3DKL5 B07P4LLZS6 B08575Y9V3
AFQQQ5LGNSQUEBGDCYBAZZE5T3DA,B08C71WBLC,5.0,1603476184645,B07NPWK167 B07J1LYVHC B07RM722DH B07ZS3DKL5 B07P4LLZS6 B08575Y9V3 B07DFNPVSF
AGAM2CCKV52HI4YZU7ASZTSXA7YQ,B089RLLT5C,5.0,1594605653363,
AGAM2CCKV52HI4YZU7ASZTSXA7YQ,B087Z9X39L,5.0,1594613631750,B089RLLT5C
AGAM2CCKV52HI4YZU7ASZTSXA7YQ,B07ZS3DKL5,5.0,1594722816304,B089RLLT5C B087Z9X39L
AGAM2CCKV52HI4YZU7ASZTSXA7YQ,B08CL46XNM,5.0,1599947601009,B089RLLT5C B087Z9X39L B07ZS3DKL5
AGAM2CCKV52HI4YZU7ASZTSXA7YQ,B08BB3P4VQ,5.0,1601706559533,B089RLLT5C B087Z9X39L B07ZS3DKL5 B08CL46XNM
AGAM2CCKV52HI4YZU7ASZTSXA7YQ,B0851QJPZY,4.0,1603740124160,B089RLLT5C B087Z9X39L B07ZS3DKL5 B08CL46XNM B08BB3P4VQ
AGAM2CCKV52HI4YZU7ASZTSXA7YQ,B08CH5PC9W,2.0,1606338770516,B089RLLT5C B087Z9X39L B07ZS3DKL5 B08CL46XNM B08BB3P4VQ B0851QJPZY
AGAM2CCKV52HI4YZU7ASZTSXA7YQ,B08LYT4Q2X,5.0,1607202914733,B089RLLT5C B087Z9X39L B07ZS3DKL5 B08CL46XNM B08BB3P4VQ B0851QJPZY B08CH5PC9W
AGAM2CCKV52HI4YZU7ASZTSXA7YQ,B07YS9W97B,5.0,1610765636781,B089RLLT5C B087Z9X39L B07ZS3DKL5 B08CL46XNM B08BB3P4VQ B0851QJPZY B08CH5PC9W B08LYT4Q2X
AGAM2CCKV52HI4YZU7ASZTSXA7YQ,B08L4HTQ3R,5.0,1611551927699,B089RLLT5C B087Z9X39L B07ZS3DKL5 B08CL46XNM B08BB3P4VQ B0851QJPZY B08CH5PC9W B08LYT4Q2X B07YS9W97B
AGAM2CCKV52HI4YZU7ASZTSXA7YQ,B08JTNQFZY,5.0,1612994678917,B089RLLT5C B087Z9X39L B07ZS3DKL5 B08CL46XNM B08BB3P4VQ B0851QJPZY B08CH5PC9W B08LYT4Q2X B07YS9W97B B08L4HTQ3R
AGAM2CCKV52HI4YZU7ASZTSXA7YQ,B08XJWLLKQ,5.0,1620932469461,B089RLLT5C B087Z9X39L B07ZS3DKL5 B08CL46XNM B08BB3P4VQ B0851QJPZY B08CH5PC9W B08LYT4Q2X B07YS9W97B B08L4HTQ3R B08JTNQFZY
AGAM2CCKV52HI4YZU7ASZTSXA7YQ,B08SG2MBRY,5.0,1621575250672,B089RLLT5C B087Z9X39L B07ZS3DKL5 B08CL46XNM B08BB3P4VQ B0851QJPZY B08CH5PC9W B08LYT4Q2X B07YS9W97B B08L4HTQ3R B08JTNQFZY B08XJWLLKQ
AF2BLE54TEMGZ546U763ZHZRXC4A,B07LCHCD6Q,4.0,1555785204360,
AF2BLE54TEMGZ546U763ZHZRXC4A,B07R3BMYBG,4.0,1561224373116,B07LCHCD6Q
AF2BLE54TEMGZ546U763ZHZRXC4A,B0855L611L,5.0,1592427032313,B07LCHCD6Q B07R3BMYBG
AF2BLE54TEMGZ546U763ZHZRXC4A,B0859CYSTM,4.0,1593570937241,B07LCHCD6Q B07R3BMYBG B0855L611L
AF2BLE54TEMGZ546U763ZHZRXC4A,B086SSHLWT,4.0,1595442388136,B07LCHCD6Q B07R3BMYBG B0855L611L B0859CYSTM
AF2BLE54TEMGZ546U763ZHZRXC4A,B088GWCVVJ,5.0,1600623351306,B07LCHCD6Q B07R3BMYBG B0855L611L B0859CYSTM B086SSHLWT
AF2BLE54TEMGZ546U763ZHZRXC4A,B083BGJ4P9,5.0,1601348228292,B07LCHCD6Q B07R3BMYBG B0855L611L B0859CYSTM B086SSHLWT B088GWCVVJ
AF2BLE54TEMGZ546U763ZHZRXC4A,B08C37KWRR,4.0,1601744886228,B07LCHCD6Q B07R3BMYBG B0855L611L B0859CYSTM B086SSHLWT B088GWCVVJ B083BGJ4P9
AF2BLE54TEMGZ546U763ZHZRXC4A,B08BB3P4VQ,4.0,1602256451928,B07LCHCD6Q B07R3BMYBG B0855L611L B0859CYSTM B086SSHLWT B088GWCVVJ B083BGJ4P9 B08C37KWRR
AF2BLE54TEMGZ546U763ZHZRXC4A,B07VDCD17L,4.0,1605188641151,B07LCHCD6Q B07R3BMYBG B0855L611L B0859CYSTM B086SSHLWT B088GWCVVJ B083BGJ4P9 B08C37KWRR B08BB3P4VQ
AF2BLE54TEMGZ546U763ZHZRXC4A,B08GJJ5RV9,5.0,1605189580741,B07LCHCD6Q B07R3BMYBG B0855L611L B0859CYSTM B086SSHLWT B088GWCVVJ B083BGJ4P9 B08C37KWRR B08BB3P4VQ B07VDCD17L
AF2BLE54TEMGZ546U763ZHZRXC4A,B08KGVBW41,3.0,1605277820525,B07LCHCD6Q B07R3BMYBG B0855L611L B0859CYSTM B086SSHLWT B088GWCVVJ B083BGJ4P9 B08C37KWRR B08BB3P4VQ B07VDCD17L B08GJJ5RV9
AF2BLE54TEMGZ546U763ZHZRXC4A,B07MZT83KK,5.0,1605285001466,B07LCHCD6Q B07R3BMYBG B0855L611L B0859CYSTM B086SSHLWT B088GWCVVJ B083BGJ4P9 B08C37KWRR B08BB3P4VQ B07VDCD17L B08GJJ5RV9 B08KGVBW41
AF2BLE54TEMGZ546U763ZHZRXC4A,B07PCGSFGQ,2.0,1605626461999,B07LCHCD6Q B07R3BMYBG B0855L611L B0859CYSTM B086SSHLWT B088GWCVVJ B083BGJ4P9 B08C37KWRR B08BB3P4VQ B07VDCD17L B08GJJ5RV9 B08KGVBW41 B07MZT83KK
AF2BLE54TEMGZ546U763ZHZRXC4A,B086TS3BKQ,5.0,1606514882493,B07LCHCD6Q B07R3BMYBG B0855L611L B0859CYSTM B086SSHLWT B088GWCVVJ B083BGJ4P9 B08C37KWRR B08BB3P4VQ B07VDCD17L B08GJJ5RV9 B08KGVBW41 B07MZT83KK B07PCGSFGQ
AF2BLE54TEMGZ546U763ZHZRXC4A,B07NPCT6L5,4.0,1607700627887,B07LCHCD6Q B07R3BMYBG B0855L611L B0859CYSTM B086SSHLWT B088GWCVVJ B083BGJ4P9 B08C37KWRR B08BB3P4VQ B07VDCD17L B08GJJ5RV9 B08KGVBW41 B07MZT83KK B07PCGSFGQ B086TS3BKQ
AF2BLE54TEMGZ546U763ZHZRXC4A,B07YNDWRCB,5.0,1607908220469,B07LCHCD6Q B07R3BMYBG B0855L611L B0859CYSTM B086SSHLWT B088GWCVVJ B083BGJ4P9 B08C37KWRR B08BB3P4VQ B07VDCD17L B08GJJ5RV9 B08KGVBW41 B07MZT83KK B07PCGSFGQ B086TS3BKQ B07NPCT6L5
